SECCION 1 - RESUMEN POR ZONA

"Zona","Matriculas","Personas","Capacidad (meta)","Cupos disponibles","Ocupacion (%)","Cursos","Grupos","En espera","Cursos baja ocupacion (<30%)"
Bogota & Cundinamarca,6530,6530,8400,1870,77.7,35,161,111,7
Antioquia & Eje Cafetero,2614,2614,4550,1936,57.5,21,91,16,4
Zona Caribe,2015,2015,2400,385,84.0,23,47,13,3
"Santanderes, Boyaca y Cesar",1378,1378,1470,92,93.7,16,28,11,2
Zona Pacifico,3666,3666,4550,884,80.6,27,88,49,3
Zona Sur & Llanos,3369,3369,5150,1781,65.4,20,103,42,3
Total 6 zonas,19572,19572,26520,6948,73.8,,518,242,22

SECCION 2 - DETALLE DE CURSOS POR ZONA

"Zona","Codigo","Curso","Grupos","Capacidad","Matriculados","Disponibles","Grupos llenos","En espera"
"Santanderes, Boyaca y Cesar",C-2528,Ingles Nivel 1,G-5049,Sabado 9:00 - 10:30 a.m,60,60,0
"Santanderes, Boyaca y Cesar",C-2532,Sistemas e Informatica | Nivel basico,G-4411,Miercoles 15:00 - 16:30 p.m,50,50,0
"Santanderes, Boyaca y Cesar",C-2532,Sistemas e Informatica | Nivel basico,G-5046,Sabado 8:00 - 9:30 a.m,50,50,1
"Santanderes, Boyaca y Cesar",C-2443,Despertar Humano,G-4229,Miercoles 9:00 - 10:30 a.m,50,50,1
"Santanderes, Boyaca y Cesar",C-2443,Despertar Humano,G-4230,Viernes 9:00 - 10:30 a.m,50,50,0
"Santanderes, Boyaca y Cesar",C-2443,Despertar Humano,G-5066,Martes 8:00 - 9:30 a.m,50,50,0
"Santanderes, Boyaca y Cesar",C-2443,Despertar Humano,G-5074,Miercoles 16:00 - 17:30 p.m,50,50,2
Zona Pacifico,C-2439,Bienestar para la Persona Mayor,G-4219,Martes 20:00 - 21:30 p.m,50,23,0
Zona Pacifico,C-2439,Bienestar para la Persona Mayor,G-4220,Sabado 14:00 - 15:30 p.m,50,36,0
Zona Pacifico,C-2439,Bienestar para la Persona Mayor,G-4221,Viernes 14:00 - 15:30 p.m,50,23,0
Zona Pacifico,C-2440,Costos para Emprendedores/Contabilidad,G-4878,Jueves 20:00 - 21:30 p.m,60,10,0
Zona Pacifico,C-2457,"Bisuteria 1, 2",G-4232,Martes 10:00 - 11:30 a.m,60,60,1
Zona Pacifico,C-2442,Business English 1,G-4669,Sabado 10:00 - 11:30 a.m,60,40,0
Zona Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4256,Sabado 8:00 - 9:30 a.m,50,12,0
Zona Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4257,Miercoles 10:00 - 11:30 a.m,50,7,0
Zona Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-5081,Viernes 14:00 - 15:30 p.m,50,7,0
Zona Pacifico,C-2648,Ingles 1,G-4467,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2648,Ingles 1,G-4468,Martes 20:00 - 21:30 p.m,50,50,8
Zona Pacifico,C-2648,Ingles 1,G-4545,Miercoles 20:00 - 21:30 p.m,50,50,1
Zona Pacifico,C-2648,Ingles 1,G-4548,Sabado 14:00 - 15:30 p.m,50,50,1
Zona Pacifico,C-2648,Ingles 1,G-4559,Miercoles 20:00 - 21:30 p.m,50,50,9
Zona Pacifico,C-2648,Ingles 1,G-4564,Sabado 10:00 - 11:30 a.m,50,50,1
Zona Pacifico,C-2648,Ingles 1,G-5080,Miercoles 14:00 - 15:30 p.m,50,50,5
Zona Pacifico,C-2650,Ingles 2,G-4461,Martes 20:00 - 21:30 p.m,50,39,0
Zona Pacifico,C-2650,Ingles 2,G-4462,Jueves 20:00 - 21:30 p.m,50,22,0
Zona Pacifico,C-2650,Ingles 2,G-4465,Viernes 20:00 - 21:30 p.m,50,20,0
Zona Pacifico,C-2650,Ingles 2,G-4466,Sabado 8:00 - 9:30 a.m,50,43,0
Zona Pacifico,C-2650,Ingles 2,G-4659,Miercoles 14:00 - 15:30 p.m,50,9,0
Zona Pacifico,C-2650,Ingles 2,G-5107,Miercoles 10:00 - 11:30 a.m,50,10,0
Zona Pacifico,C-2650,Ingles 2,G-5108,Sabado 14:00 - 15:30 p.m,50,28,0
Zona Pacifico,C-2646,Pintura en madera 1,G-4448,Sabado 10:00 - 11:30 a.m,60,60,0
Zona Pacifico,C-2520,Reposteria 2,G-4679,Miercoles 10:00 - 11:30 a.m,60,20,0
Zona Pacifico,C-2520,Reposteria 2,G-4680,Sabado 10:00 - 11:30 a.m,60,35,0
Zona Pacifico,C-2521,Reposteria 1,G-4351,Jueves 10:00 - 11:30 a.m,50,50,0
Zona Pacifico,C-2521,Reposteria 1,G-4352,Sabado 14:00 - 15:30 p.m,50,50,1
Zona Pacifico,C-2521,Reposteria 1,G-4354,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2521,Reposteria 1,G-4355,Martes 14:00 - 15:30 p.m,50,50,2
Zona Pacifico,C-2642,Frances 1,G-4514,Martes 10:00 - 11:30 a.m,50,50,2
Zona Pacifico,C-2642,Frances 1,G-4515,Sabado 8:00 - 9:30 a.m,50,50,1
Zona Pacifico,C-2642,Frances 1,G-4517,Sabado 14:00 - 15:30 p.m,50,50,1
Zona Pacifico,C-2642,Frances 1,G-4689,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2652,Italiano 1,G-4455,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2652,Italiano 1,G-4456,Viernes 20:00 - 21:30 p.m,50,50,2
Zona Pacifico,C-2652,Italiano 1,G-4457,Martes 20:00 - 21:30 p.m,50,50,2
Zona Pacifico,C-2473,El ABC del Reciclaje,G-4258,Martes 20:00 - 21:30 p.m,50,34,0
Zona Pacifico,C-2473,El ABC del Reciclaje,G-4259,Jueves 20:00 - 21:30 p.m,50,18,0
Zona Pacifico,C-2474,Confeccion: Manejo de Maquinas,G-4677,Sabado 10:00 - 11:30 a.m,60,60,0
Zona Pacifico,C-2474,Confeccion: Manejo de Maquinas,G-5033,Martes 14:00 - 15:30 p.m,60,60,0
Zona Pacifico,C-2527,Portugues 1,G-4359,Viernes 20:00 - 21:30 p.m,50,50,1
Zona Pacifico,C-2527,Portugues 1,G-4360,Viernes 8:00 - 9:30 a.m,50,50,0
Zona Pacifico,C-2527,Portugues 1,G-4361,Miercoles 14:00 - 15:30 p.m,50,50,0
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4331,Jueves 8:00 - 9:30 a.m,50,50,1
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4332,Miercoles 20:00 - 21:30 p.m,50,50,2
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4333,Martes 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4334,Sabado 10:00 - 11:30 a.m,50,50,1
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5030,Jueves 8:00 - 9:30 a.m,50,50,1
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5031,Sabado 10:00 - 11:30 a.m,50,50,1
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5032,Miercoles 20:00 - 21:30 p.m,50,50,1
Zona Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5077,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2654,Modisteria 1 (Faldas),G-4453,Miercoles 14:00 - 15:30 p.m,60,60,0
Zona Pacifico,C-2654,Modisteria 1 (Faldas),G-4905,Sabado 14:00 - 15:30 p.m,60,60,1
Zona Pacifico,C-2441,Comprension Lectora,G-4224,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2441,Comprension Lectora,G-4225,Martes 20:00 - 21:30 p.m,50,50,1
Zona Pacifico,C-2441,Comprension Lectora,G-4226,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Pacifico,C-2441,Comprension Lectora,G-4227,Miercoles 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2441,Comprension Lectora,G-4815,Miercoles 10:00 - 11:30 a.m,50,50,0
Zona Pacifico,C-2635,Floristeria 1,G-4428,Martes 20:00 - 21:30 p.m,60,60,1
Zona Pacifico,C-2475,Despertar Emprendedor,G-4276,Jueves 20:00 - 21:30 p.m,50,50,1
Zona Pacifico,C-2475,Despertar Emprendedor,G-4277,Martes 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2475,Despertar Emprendedor,G-5034,Sabado 14:00 - 15:30 p.m,50,50,0
Zona Pacifico,C-2485,Sistemas Nivel 2,G-4328,Sabado 10:00 - 11:30 a.m,50,42,0
Zona Pacifico,C-2485,Sistemas Nivel 2,G-4329,Viernes 20:00 - 21:30 p.m,50,45,0
Zona Pacifico,C-2485,Sistemas Nivel 2,G-4330,Sabado 8:00 - 9:30 a.m,50,14,0
Zona Pacifico,C-2485,Sistemas Nivel 2,G-4906,Sabado 14:00 - 15:30 p.m,50,36,0
Zona Pacifico,C-2643,Trenzas y Peinados,G-4688,Sabado 8:00 - 9:30 a.m,60,60,0
Zona Pacifico,C-2643,Trenzas y Peinados,G-4907,Miercoles 10:00 - 11:30 a.m,60,60,0
Zona Pacifico,C-2632,Familias Empresarias del Campo,G-4814,Sabado 8:00 - 9:30 a.m,60,31,0
Zona Pacifico,C-2647,Orientacion Emprendedora,G-4449,Viernes 10:00 - 11:30 a.m,50,50,0
Zona Pacifico,C-2647,Orientacion Emprendedora,G-4450,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2647,Orientacion Emprendedora,G-4451,Jueves 10:00 - 11:30 a.m,50,50,0
Zona Pacifico,C-2647,Orientacion Emprendedora,G-4452,Martes 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2623,Despertar Humano,G-4481,Jueves 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2623,Despertar Humano,G-4482,Viernes 10:00 - 11:30 a.m,50,35,0
Zona Pacifico,C-2623,Despertar Humano,G-4483,Martes 20:00 - 21:30 p.m,50,29,0
Zona Pacifico,C-2623,Despertar Humano,G-4484,Jueves 14:00 - 15:30 p.m,50,30,0
Zona Pacifico,C-2623,Despertar Humano,G-4485,Miercoles 20:00 - 21:30 p.m,50,37,0
Zona Pacifico,C-2623,Despertar Humano,G-4487,Martes 10:00 - 11:30 a.m,50,18,0
Zona Pacifico,C-2623,Despertar Humano,G-5035,Sabado 14:00 - 15:30 p.m,50,50,0
Zona Pacifico,C-2627,Economia del Hogar,G-4508,Martes 20:00 - 21:30 p.m,50,50,0
Zona Pacifico,C-2627,Economia del Hogar,G-4509,Jueves 20:00 - 21:30 p.m,50,46,0
Zona Pacifico,C-2627,Economia del Hogar,G-4511,Martes 20:00 - 21:30 p.m,50,10,0
Zona Pacifico,C-2627,Economia del Hogar,G-4512,Sabado 8:00 - 9:30 a.m,50,35,0
Zona Pacifico,C-2627,Economia del Hogar,G-4513,Sabado 14:00 - 15:30 p.m,50,50,0
Zona Pacifico,C-2627,Economia del Hogar,G-4817,Sabado 14:00 - 15:30 p.m,50,22,0
Zona Pacifico,C-2653,Mi Negocio en Internet,G-4903,Jueves 10:00 - 11:30 a.m,60,10,0
Zona Sur & Llanos,C-2464,Reposteria 1,G-4278,Jueves 19:00 - 20:30 p.m,50,50,2
Zona Sur & Llanos,C-2464,Reposteria 1,G-4294,Sabado 15:00 - 16:30 p.m,50,50,2
Zona Sur & Llanos,C-2468,Sistemas 2,G-4268,Sabado 7:00 - 8:30 a.m,50,50,0
Zona Sur & Llanos,C-2468,Sistemas 2,G-4269,Sabado 9:00 - 10:30 a.m,50,50,0
Zona Sur & Llanos,C-2468,Sistemas 2,G-4314,Viernes 15:00 - 16:30 p.m,50,50,0
Zona Sur & Llanos,C-2456,Estrategias para la Busqueda de Empleo,G-4875,Jueves 21:00 - 22:30 p.m,50,35,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4237,Martes 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4240,Miercoles 20:30 - 22:00 p.m,50,50,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4287,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4288,Sabado 14:00 - 15:30 p.m,50,50,1
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4373,Sabado 10:00 - 11:30 a.m,50,50,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4882,Jueves 20:30 - 22:00 p.m,50,50,1
Zona Sur & Llanos,C-2446,Comprension Lectora,G-4883,Viernes 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2446,Comprension Lectora,G-5126,Martes 20:00 - 21:30 p.m,50,50,1
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4246,Miercoles 9:00 - 10:30 a.m,50,17,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4248,Sabado 8:00 - 9:30 a.m,50,18,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4306,Sabado 8:00 - 9:30 a.m,50,5,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4307,Sabado 7:00 - 8:30 a.m,50,8,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4823,Miercoles 16:00 - 17:30 p.m,50,11,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4873,Jueves 21:00 - 22:30 p.m,50,39,0
Zona Sur & Llanos,C-2453,El ABC del Reciclaje,G-4874,Jueves 21:00 - 22:30 p.m,50,3,0
Zona Sur & Llanos,C-2465,Reposteria 2,G-5054,Viernes 19:00 - 20:30 p.m,50,50,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4262,Viernes 20:30 - 22:00 p.m,50,50,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4295,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4297,Sabado 8:00 - 9:30 a.m,50,28,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4298,Sabado 14:00 - 15:30 p.m,50,50,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4301,Viernes 17:00 - 18:30 p.m,50,21,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4302,Sabado 16:00 - 17:30 p.m,50,28,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4303,Sabado 16:00 - 17:30 p.m,50,16,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4895,Miercoles 21:00 - 22:30 p.m,50,43,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4897,Viernes 20:30 - 22:00 p.m,50,30,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4899,Sabado 8:00 - 9:30 a.m,50,9,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4900,Sabado 8:00 - 9:30 a.m,50,1,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4901,Sabado 8:00 - 9:30 a.m,50,1,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-4902,Sabado 8:00 - 9:30 a.m,50,5,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-5065,Miercoles 15:00 - 16:30 p.m,50,25,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-5120,Martes 15:00 - 16:30 p.m,50,19,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-5121,Sabado 8:00 - 9:30 a.m,50,4,0
Zona Sur & Llanos,C-2449,Despertar Humano,G-5122,Jueves 21:00 - 22:30 p.m,50,27,0
Zona Sur & Llanos,C-2458,Familias Empresarias del Campo,G-4267,Sabado 14:00 - 15:30 p.m,50,50,0
Zona Sur & Llanos,C-2458,Familias Empresarias del Campo,G-4904,Viernes 8:00 - 9:30 a.m,50,28,0
Zona Sur & Llanos,C-2462,Mi Negocio en Internet,G-4274,Jueves 15:00 - 16:30 p.m,50,2,0
Zona Sur & Llanos,C-2462,Mi Negocio en Internet,G-4275,Jueves 19:30 - 21:00 p.m,50,1,0
Zona Sur & Llanos,C-2462,Mi Negocio en Internet,G-4925,Viernes 20:00 - 21:30 p.m,50,1,0
Zona Sur & Llanos,C-2462,Mi Negocio en Internet,G-4927,Martes 21:00 - 22:30 p.m,50,5,0
Zona Sur & Llanos,C-2462,Mi Negocio en Internet,G-4929,Sabado 9:00 - 10:30 a.m,50,8,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4283,Viernes 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4285,Jueves 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4286,Viernes 20:00 - 21:30 p.m,50,50,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4290,Martes 19:00 - 20:30 p.m,50,44,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4291,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4292,Sabado 8:00 - 9:30 a.m,50,31,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4293,Sabado 9:00 - 10:30 a.m,50,50,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4888,Martes 21:00 - 22:30 p.m,50,35,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4890,Jueves 21:00 - 22:30 p.m,50,10,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4891,Sabado 8:00 - 9:30 a.m,50,5,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4892,Sabado 9:00 - 10:30 a.m,50,19,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-4894,Martes 20:00 - 21:30 p.m,50,18,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-5041,Sabado 14:00 - 15:30 p.m,50,48,0
Zona Sur & Llanos,C-2448,Despertar Emprendedor,G-5127,Jueves 21:00 - 22:30 p.m,50,8,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4304,Viernes 15:00 - 16:30 p.m,50,50,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4305,Martes 20:00 - 21:30 p.m,50,50,1
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4866,Martes 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4867,Martes 21:00 - 22:30 p.m,50,17,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4868,Martes 21:00 - 22:30 p.m,50,5,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4869,Miercoles 21:00 - 22:30 p.m,50,27,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4870,Miercoles 21:00 - 22:30 p.m,50,15,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-4872,Jueves 21:00 - 22:30 p.m,50,30,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-5043,Jueves 21:00 - 22:30 p.m,50,10,0
Zona Sur & Llanos,C-2452,Economia del Hogar,G-5125,Martes 19:00 - 20:30 p.m,50,46,0
Zona Sur & Llanos,C-2459,Ingles 1,G-4422,Sabado 9:00 - 10:30 a.m,50,50,6
Zona Sur & Llanos,C-2459,Ingles 1,G-4423,Sabado 9:00 - 10:30 a.m,50,50,2
Zona Sur & Llanos,C-2459,Ingles 1,G-4424,Sabado 9:00 - 10:30 a.m,50,50,4
Zona Sur & Llanos,C-2459,Ingles 1,G-4920,Martes 21:00 - 22:30 p.m,50,50,10
Zona Sur & Llanos,C-2459,Ingles 1,G-5052,Sabado 9:00 - 10:30 a.m,50,50,7
Zona Sur & Llanos,C-2461,Peinados y Trenzas,G-4971,Martes 9:00 - 10:30 a.m,50,50,2
Zona Sur & Llanos,C-2467,Sistemas 1,G-4947,Sabado 10:00 - 11:30 a.m,50,50,2
Zona Sur & Llanos,C-2467,Sistemas 1,G-4972,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2467,Sistemas 1,G-4973,Martes 15:00 - 16:30 p.m,50,50,0
Zona Sur & Llanos,C-2467,Sistemas 1,G-5123,Miercoles 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2467,Sistemas 1,G-5124,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2445,Bienestar para la Persona Mayor,G-4282,Sabado 8:00 - 9:30 a.m,50,42,0
Zona Sur & Llanos,C-2445,Bienestar para la Persona Mayor,G-4879,Miercoles 8:00 - 9:30 a.m,50,27,0
Zona Sur & Llanos,C-2445,Bienestar para la Persona Mayor,G-4880,Sabado 9:00 - 10:30 a.m,50,50,0
Zona Sur & Llanos,C-2445,Bienestar para la Persona Mayor,G-4881,Sabado 9:00 - 10:30 a.m,50,21,0
Zona Sur & Llanos,C-2445,Bienestar para la Persona Mayor,G-5057,Viernes 15:00 - 16:30 p.m,50,50,0
Zona Sur & Llanos,C-2476,Orientacion Emprendedora,G-4299,Viernes 20:00 - 21:30 p.m,50,50,1
Zona Sur & Llanos,C-2476,Orientacion Emprendedora,G-4326,Sabado 8:00 - 9:30 a.m,50,50,0
Zona Sur & Llanos,C-2476,Orientacion Emprendedora,G-4944,Miercoles 14:00 - 15:30 p.m,50,50,0
Zona Sur & Llanos,C-2466,Sin Limites Virtual,G-4313,Sabado 9:00 - 10:30 a.m,50,45,0
Zona Sur & Llanos,C-2466,Sin Limites Virtual,G-5056,Martes 9:00 - 10:30 a.m,50,8,0
Zona Sur & Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4245,Miercoles 21:00 - 22:30 p.m,50,3,0
Zona Sur & Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4289,Sabado 8:00 - 9:30 a.m,50,2,0
Zona Sur & Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4885,Miercoles 21:00 - 22:30 p.m,50,0,0
Zona Sur & Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4886,Jueves 21:00 - 22:30 p.m,50,3,0
Zona Sur & Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4887,Martes 21:00 - 22:30 p.m,50,1,0
Zona Sur & Llanos,C-2460,Ingles 2,G-4425,Miercoles 21:00 - 22:30 p.m,50,50,0
Zona Sur & Llanos,C-2460,Ingles 2,G-4427,Sabado 8:00 - 9:30 a.m,50,39,0
Zona Sur & Llanos,C-2460,Ingles 2,G-4924,Sabado 9:00 - 10:30 a.m,50,43,0
Zona Sur & Llanos,C-2460,Ingles 2,G-5053,Martes 16:00 - 17:30 p.m,50,29,0
Zona Sur & Llanos,C-2463,Modisteria 1 (Faldas),G-4312,Sabado 10:00 - 11:30 a.m,50,50,0
Zona Sur & Llanos,C-2463,Modisteria 1 (Faldas),G-4930,Martes 20:00 - 21:30 p.m,50,50,0
Zona Sur & Llanos,C-2463,Modisteria 1 (Faldas),G-4943,Martes 20:00 - 21:30 p.m,50,50,0

SECCION 4 - IGLESIAS SIN MATRICULA

"Zona","Departamento","Iglesia","Matriculados"
Antioquia & Eje Cafetero,Caldas,San Jose,0
Antioquia & Eje Cafetero,Antioquia,San Pedro de los Milagros,0
Bogota & Cundinamarca,Cundinamarca,Gacheta,0
"Santanderes, Boyaca y Cesar",Boyaca,Pauna,0
Antioquia & Eje Cafetero,Antioquia,Amalfi,0
"Santanderes, Boyaca y Cesar",Boyaca,Soraca,0
Antioquia & Eje Cafetero,Antioquia,San Carlos,0
Zona Pacifico,Cauca,Silvia,0
Bogota & Cundinamarca,Cundinamarca,Yacopi,0
Zona Caribe,Atlantico,Baranoa,0
"Santanderes, Boyaca y Cesar",Boyaca,Buenavista,0
Zona Pacifico,Cauca,Guapi,0
Zona Caribe,Atlantico,Calle 6 # 13A-23,0
Antioquia & Eje Cafetero,Caldas,Norcasia,0
Bogota & Cundinamarca,Cundinamarca,Apulo,0
Antioquia & Eje Cafetero,Antioquia,Carrera 21 No. 17-46,0
"Santanderes, Boyaca y Cesar",Boyaca,Miraflores,0
"Santanderes, Boyaca y Cesar",Boyaca,Raquira,0
Zona Caribe,Cordoba,IDMJI Planeta,0
Zona Pacifico,Cauca,Padilla,0
"Santanderes, Boyaca y Cesar",Cesar,Becerril,0
"Santanderes, Boyaca y Cesar",Cesar,Mandinguilla,0
Bogota & Cundinamarca,Cundinamarca,Calle 5 #4-42 Villa Lulu Inspeccion La Magdalena,0
Antioquia & Eje Cafetero,Antioquia,Vereda San Agustin Via Principal Tercera Casa A Mano Izquierda Casa De Familia - Aldemar Montoya,0
Bogota & Cundinamarca,Cundinamarca,Agua de Dios,0
Bogota & Cundinamarca,Cundinamarca,Anapoima,0
"Santanderes, Boyaca y Cesar",Boyaca,Calle 5 N° 5- 15,0
Zona Pacifico,Cauca,Morales,0
"Santanderes, Boyaca y Cesar",Boyaca,Quipama,0
Antioquia & Eje Cafetero,Antioquia,Puerto Berrio,0
Zona Sur & Llanos,Caqueta,Milan,0
Antioquia & Eje Cafetero,Caldas,Aranzazu,0
Zona Pacifico,Cauca,Coconuco,0
Antioquia & Eje Cafetero,Antioquia,Dabeiba,0
"Santanderes, Boyaca y Cesar",Boyaca,Arcabuco,0
Zona Sur & Llanos,Arauca,Aguachica Arauca,0
"Santanderes, Boyaca y Cesar",Cesar,Chimichagua,0
Zona Pacifico,Cauca,Argelia,0
Zona Sur & Llanos,Huila,Baraya,0
Bogota & Cundinamarca,Cundinamarca,Tudela,0
"Santanderes, Boyaca y Cesar",Boyaca,GRUPO REUNION,0
Zona Sur & Llanos,Amazonas,Puerto Narno,0
Zona Caribe,Atlantico,calle 4 No 9-34 Barrio Centro,0
Antioquia & Eje Cafetero,Caldas,Victoria,0
Bogota & Cundinamarca,Cundinamarca,Anolaima,0
Zona Caribe,Bolivar,Grupo de reunion de Guaymaral,0
Antioquia & Eje Cafetero,Antioquia,Anza,0
Zona Pacifico,Choco,Calle Santander (Antigua casa del Sr David),0
Zona Pacifico,Cauca,Mercaderes,0
Bogota & Cundinamarca,Cundinamarca,Viani,0
Zona Pacifico,Putumayo,Puerto Guzman,0
"Santanderes, Boyaca y Cesar",Santander,Florian,0
Zona Pacifico,Valle del Cauca,La Tulia,0
Zona Caribe,Sucre,"La Union, vereda Los Conguitos",0
Zona Sur & Llanos,Huila,Tarqui,0
Zona Pacifico,Valle del Cauca,Corregimiento de Cisneros - Quebrada Balsitas,0
Zona Pacifico,Putumayo,Colon,0
Zona Sur & Llanos,Meta,El Castillo Meta,0
Zona Sur & Llanos,Meta,Vereda Costa Rica,0
Zona Sur & Llanos,Tolima,Iglesia del Cairo Socorro,0
Zona Sur & Llanos,Tolima,barrio caracoli,0
Zona Sur & Llanos,Huila,Iglesia de Iquira,0
"Santanderes, Boyaca y Cesar",Santander,Curiti,0
Zona Sur & Llanos,Tolima,Cunday,0
Zona Pacifico,Narino,EL TAMBO,0
Zona Pacifico,Narino,Consaca,0
"Santanderes, Boyaca y Cesar",Norte de Santander,Salazar,0
Zona Sur & Llanos,Tolima,Armero-Guyabal,0
Zona Sur & Llanos,Meta,La Iglesia de Mira,0
Zona Pacifico,Valle del Cauca,Vereda el Venado,0
Zona Caribe,Magdalena,El Pinon,0
Zona Sur & Llanos,Meta,"Cll 12 # 4 - 65 , Barrio Primero de Mayo- Cel: 3162778580",0
Zona Pacifico,Valle del Cauca,Yotoco,0
Zona Pacifico,Putumayo,La Dorada,0
Zona Sur & Llanos,Tolima,Falan,0
Zona Pacifico,Valle del Cauca,GALICIA,0
Antioquia & Eje Cafetero,Risaralda,Pueblo Rico,0
Zona Sur & Llanos,Huila,Hobo,0
Zona Caribe,Magdalena,Nueva Granada,0
Zona Pacifico,Narino,imues,0
Zona Sur & Llanos,Huila,Vegalarga,0
